날짜,대여 자전거 수,시간(시),온도(°C),습도(%),풍속(m/s),가시거리(10m),태양 복사 에너지(MJ/m²),강수여부,적설여부,계절,공휴일 여부
2018-08-22,512,2,24.2,79,0.6,1882,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-06,176,2,-5.5,56,1.4,1285,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-17,904,12,30.3,30,1.9,1981,3.17,비 아님,눈 아님,여름,공휴일 아님
2018-02-28,174,2,5.2,54,1.3,516,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-14,108,6,-11.0,55,0.8,1541,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-11-22,271,2,1.3,44,1.9,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-14,196,22,2.8,60,0.6,829,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-14,695,13,35.7,38,2.4,1863,2.5,비 아님,눈 아님,여름,공휴일 아님
2018-08-27,1356,17,24.9,82,0.9,2000,0.67,비 아님,눈 아님,여름,공휴일 아님
2018-09-21,1171,23,19.5,82,0.6,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-02,1969,22,21.4,48,1.6,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-28,804,22,3.2,34,1.3,1787,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-19,418,6,3.8,71,0.7,1071,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-09-25,292,2,13.4,62,0.2,2000,0.0,비 아님,눈 아님,가을,공휴일
2018-10-20,522,2,10.1,78,0.1,1887,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-02-26,161,6,-2.7,72,0.5,1253,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-17,118,0,22.0,97,1.6,152,0.0,비,눈 아님,봄,공휴일 아님
2018-11-28,608,11,5.7,15,1.1,1419,0.98,비 아님,눈 아님,가을,공휴일 아님
2017-12-13,79,3,-10.9,55,1.8,1913,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-23,1611,18,9.7,36,3.6,948,0.37,비 아님,눈 아님,봄,공휴일 아님
2018-10-24,940,11,15.7,53,1.0,1172,1.99,비 아님,눈 아님,가을,공휴일 아님
2018-09-12,1251,15,27.7,41,1.6,1969,1.98,비 아님,눈 아님,가을,공휴일 아님
2017-12-04,397,21,-4.6,43,4.5,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-05,214,4,18.5,72,0.6,1168,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-11,353,2,19.2,60,1.5,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-02-11,174,12,-3.9,28,2.9,1921,2.12,비 아님,눈 아님,겨울,공휴일 아님
2018-05-07,1167,11,20.2,45,1.1,1894,2.33,비 아님,눈 아님,봄,공휴일 아님
2018-06-16,764,2,17.9,60,0.8,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-27,821,10,21.6,33,2.0,1697,1.86,비 아님,눈 아님,봄,공휴일 아님
2018-08-05,223,7,27.5,86,1.8,485,0.03,비,눈 아님,여름,공휴일 아님
2018-06-26,49,7,21.2,87,0.8,376,0.03,비,눈 아님,여름,공휴일 아님
2018-10-07,1608,19,16.6,36,1.4,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-31,1531,17,17.3,36,3.4,1722,0.8,비 아님,눈 아님,봄,공휴일 아님
2018-03-30,1935,18,17.4,57,3.1,657,0.52,비 아님,눈 아님,봄,공휴일 아님
2018-11-21,755,16,6.1,53,0.5,2000,0.21,비 아님,눈 아님,가을,공휴일 아님
2018-06-17,324,6,18.9,83,0.3,576,0.05,비 아님,눈 아님,여름,공휴일 아님
2018-10-29,815,13,10.4,49,2.7,2000,0.54,비 아님,눈 아님,가을,공휴일 아님
2018-02-09,193,23,2.0,70,0.7,689,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-11,174,23,-10.7,53,1.2,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-31,110,10,-0.5,73,1.7,609,0.53,비 아님,눈,겨울,공휴일
2018-06-27,417,6,19.2,97,1.5,157,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-08,500,17,-2.4,30,2.7,2000,0.18,비 아님,눈 아님,겨울,공휴일 아님
2018-10-15,1058,13,19.7,52,2.1,512,1.83,비 아님,눈 아님,가을,공휴일 아님
2018-07-02,861,17,25.3,87,0.6,751,0.49,비 아님,눈 아님,여름,공휴일 아님
2018-01-24,50,2,-15.2,32,3.1,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-06-22,1648,23,22.9,34,1.1,1810,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-26,586,10,5.1,70,1.2,498,0.93,비 아님,눈 아님,가을,공휴일 아님
2018-04-06,312,23,3.8,75,4.1,604,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-06,392,18,-7.6,36,3.3,2000,0.11,비 아님,눈 아님,겨울,공휴일 아님
2018-08-05,1465,21,29.3,75,3.6,1674,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-27,216,23,-6.3,39,0.9,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-19,2631,18,16.6,40,2.4,2000,0.11,비 아님,눈 아님,가을,공휴일 아님
2018-04-07,206,7,1.9,51,4.9,1297,0.07,비 아님,눈 아님,봄,공휴일 아님
2018-09-21,24,4,17.9,95,1.7,1298,0.0,비,눈 아님,가을,공휴일 아님
2018-03-03,1197,17,15.0,22,2.5,1946,0.96,비 아님,눈 아님,봄,공휴일 아님
2018-02-27,145,2,1.5,44,1.2,1079,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-22,443,7,16.3,69,0.7,1750,0.34,비 아님,눈 아님,봄,공휴일
2018-03-06,997,8,-0.7,76,1.0,1461,0.2,비 아님,눈 아님,봄,공휴일 아님
2018-10-25,572,1,10.0,78,0.4,1669,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-10-12,183,5,6.0,72,1.3,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-10-12,1322,15,17.1,33,2.1,1929,2.04,비 아님,눈 아님,가을,공휴일 아님
2018-04-23,41,16,9.6,96,1.7,1409,0.23,비,눈 아님,봄,공휴일 아님
2018-07-07,1579,15,28.7,42,1.3,2000,2.98,비 아님,눈 아님,여름,공휴일 아님
2018-11-19,457,0,6.8,56,0.7,1505,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-26,643,11,7.2,66,1.5,542,1.41,비 아님,눈 아님,가을,공휴일 아님
2018-08-06,1956,18,32.8,63,1.3,1799,0.31,비 아님,눈 아님,여름,공휴일 아님
2018-01-07,233,20,1.3,38,0.4,1386,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-09,521,22,2.9,69,1.2,1179,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-02,813,9,32.9,49,1.8,1843,1.53,비 아님,눈 아님,여름,공휴일 아님
2018-07-19,2245,19,31.6,58,2.3,1556,0.56,비 아님,눈 아님,여름,공휴일 아님
2018-09-22,953,0,19.5,81,1.1,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-05-09,1333,7,10.0,59,1.1,2000,0.36,비 아님,눈 아님,봄,공휴일 아님
2018-01-18,328,16,3.6,42,2.4,883,0.29,비 아님,눈 아님,겨울,공휴일 아님
2018-11-14,135,5,5.3,72,0.2,1278,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-08,260,5,27.9,84,0.0,1172,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-10-17,503,6,8.8,77,0.2,1077,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-10-03,497,3,12.6,78,0.6,1907,0.0,비 아님,눈 아님,가을,공휴일
2018-07-03,944,12,30.1,64,1.2,2000,2.54,비 아님,눈 아님,여름,공휴일 아님
2018-01-12,173,14,-7.2,28,2.3,1990,1.14,비 아님,눈 아님,겨울,공휴일 아님
2018-06-15,2155,22,20.4,54,1.4,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-08-03,1517,20,32.2,58,1.9,1673,0.02,비 아님,눈 아님,여름,공휴일 아님
2018-07-20,1782,22,28.8,65,1.3,1988,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-10-08,1838,20,15.5,45,2.2,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-05,329,16,1.0,34,2.9,2000,0.61,비 아님,눈 아님,겨울,공휴일 아님
2018-02-11,112,0,-6.9,36,2.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-19,471,19,2.0,48,1.8,1519,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-03-29,170,3,12.7,80,0.4,384,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-21,649,11,7.4,30,1.4,2000,0.44,비 아님,눈 아님,가을,공휴일 아님
2018-06-14,1807,21,22.2,72,1.0,1786,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-24,79,6,3.7,25,2.3,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-17,497,2,25.3,78,1.0,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-02-09,407,19,3.3,58,1.7,1024,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-27,192,15,-3.7,26,2.2,1739,1.04,비 아님,눈 아님,겨울,공휴일 아님
2018-10-17,739,0,12.3,75,1.2,1332,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-23,181,15,-9.7,32,3.6,2000,1.04,비 아님,눈,겨울,공휴일 아님
2018-09-15,1212,11,25.2,64,1.2,1938,1.31,비 아님,눈 아님,가을,공휴일 아님
2018-07-27,776,15,35.3,52,1.9,822,2.15,비 아님,눈 아님,여름,공휴일 아님
2018-01-12,273,19,-8.2,32,1.1,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-22,424,11,17.4,54,0.9,1840,0.51,비 아님,눈 아님,봄,공휴일 아님
2018-03-07,550,12,9.6,39,1.8,1982,2.09,비 아님,눈 아님,봄,공휴일 아님
2017-12-05,82,5,-7.4,33,2.6,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2017-12-10,9,6,-0.5,90,0.9,91,0.0,비,눈,겨울,공휴일 아님
2018-01-29,26,4,-9.9,45,2.5,1967,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-11,212,13,-2.4,28,3.0,1953,2.35,비 아님,눈 아님,겨울,공휴일 아님
2018-09-06,1041,12,26.9,60,2.3,1592,1.67,비 아님,눈 아님,가을,공휴일 아님
2018-09-12,241,5,17.5,60,1.6,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-27,162,5,19.1,97,1.2,402,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-08,1554,14,26.8,31,2.8,2000,2.96,비 아님,눈 아님,가을,공휴일 아님
2018-11-26,387,0,3.3,85,1.1,351,0.0,비 아님,눈,가을,공휴일 아님
2018-09-11,2018,21,22.2,50,1.3,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-24,122,4,5.1,54,1.2,550,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-09,381,6,19.0,84,0.5,440,0.05,비 아님,눈 아님,여름,공휴일 아님
2018-05-21,666,0,15.3,29,1.3,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-14,100,6,19.5,95,1.4,179,0.0,비,눈 아님,여름,공휴일 아님
2018-01-20,223,19,3.5,66,1.7,187,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-28,72,8,-8.1,43,1.7,1943,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-20,1630,22,29.0,63,4.2,1776,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-07-31,1665,8,29.3,51,0.9,2000,1.02,비 아님,눈 아님,여름,공휴일 아님
2017-12-20,56,5,-8.3,67,0.9,1566,0.0,비 아님,눈,겨울,공휴일 아님
2018-02-27,449,21,5.7,46,0.8,727,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-03,1173,16,19.7,58,3.7,1302,0.78,비 아님,눈 아님,봄,공휴일 아님
2018-07-27,1182,23,29.7,76,1.2,1159,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-02-16,126,19,0.6,59,2.3,1939,0.0,비 아님,눈 아님,겨울,공휴일
2018-02-28,28,13,7.6,57,2.3,554,0.33,비 아님,눈 아님,겨울,공휴일 아님
2018-04-17,143,5,7.4,56,0.6,1746,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-07-24,649,14,35.8,49,2.8,1264,2.4,비 아님,눈 아님,여름,공휴일 아님
2018-07-05,1381,17,27.3,76,0.9,1971,0.52,비 아님,눈 아님,여름,공휴일 아님
2018-03-14,643,11,17.5,55,2.1,1892,1.35,비 아님,눈 아님,봄,공휴일 아님
2018-05-07,170,5,14.2,85,0.5,1412,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-08,227,5,16.7,70,0.8,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-10,981,7,7.2,50,1.1,1454,0.1,비 아님,눈 아님,봄,공휴일 아님
2018-04-13,1662,17,18.1,16,1.4,2000,0.45,비 아님,눈 아님,봄,공휴일 아님
2018-10-13,1261,20,13.8,52,1.6,1088,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-27,663,0,11.8,59,2.4,1535,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-16,277,5,16.6,65,1.2,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-25,32,3,-16.0,40,1.9,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-06-01,1440,23,21.8,49,1.6,1965,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-06,181,1,18.2,71,1.6,1328,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-07-25,977,16,34.1,52,2.5,1304,2.23,비 아님,눈 아님,여름,공휴일 아님
2018-05-18,1551,17,17.2,81,1.2,2000,0.57,비 아님,눈 아님,봄,공휴일 아님
2018-03-30,284,6,10.3,70,1.2,555,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-06-26,113,17,24.0,95,5.0,362,0.07,비,눈 아님,여름,공휴일 아님
2018-06-01,1488,16,29.9,34,3.2,1912,2.46,비 아님,눈 아님,여름,공휴일 아님
2018-07-24,620,11,33.9,46,1.6,1387,2.15,비 아님,눈 아님,여름,공휴일 아님
2018-02-15,148,20,-0.4,27,2.2,2000,0.0,비 아님,눈 아님,겨울,공휴일
2018-02-13,604,18,3.1,50,3.7,2000,0.07,비 아님,눈 아님,겨울,공휴일 아님
2018-01-01,206,0,-3.2,40,0.5,1358,0.0,비 아님,눈 아님,겨울,공휴일
2018-04-20,168,5,11.4,60,0.4,851,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-03-18,226,2,5.5,56,1.2,1067,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-14,699,12,33.9,49,1.5,1841,1.91,비 아님,눈 아님,여름,공휴일 아님
2018-05-20,2143,16,22.2,23,2.2,2000,1.66,비 아님,눈 아님,봄,공휴일 아님
2018-06-11,1117,22,19.0,76,0.1,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2017-12-15,325,13,-1.6,40,0.3,868,0.32,비 아님,눈 아님,겨울,공휴일 아님
2018-03-02,401,7,-6.6,52,0.5,1555,0.0,비 아님,눈 아님,봄,공휴일 아님
2017-12-31,272,16,2.7,26,2.7,2000,0.59,비 아님,눈 아님,겨울,공휴일
2018-07-11,71,4,24.5,97,1.0,317,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-11-07,679,23,12.9,72,1.4,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-04,517,1,8.6,60,1.1,1416,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-27,142,1,-8.2,39,1.8,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-04-10,123,5,7.1,53,0.8,1392,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-11-30,764,20,3.4,37,2.3,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-17,1563,13,25.7,52,1.1,639,1.81,비 아님,눈 아님,여름,공휴일 아님
2018-08-11,263,5,26.9,69,0.7,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-09-11,1556,7,16.9,55,1.4,2000,0.07,비 아님,눈 아님,가을,공휴일 아님
2018-01-26,93,1,-15.3,34,1.7,2000,0.0,비 아님,눈,겨울,공휴일 아님
2018-08-01,1441,20,34.5,62,2.8,1701,0.02,비 아님,눈 아님,여름,공휴일 아님
2018-11-28,796,7,2.5,24,0.2,1306,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-06-09,766,23,20.7,66,1.6,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-04-01,1362,17,18.0,72,1.8,559,0.47,비 아님,눈 아님,봄,공휴일 아님
2017-12-14,279,7,-10.9,57,1.1,1387,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-05-28,1497,16,28.1,43,3.4,845,2.32,비 아님,눈 아님,봄,공휴일 아님
2018-09-29,1752,13,24.9,40,1.4,2000,2.75,비 아님,눈 아님,가을,공휴일 아님
2018-02-24,462,17,4.9,28,3.1,1477,0.77,비 아님,눈 아님,겨울,공휴일 아님
2018-03-18,603,17,11.1,42,2.2,765,0.34,비 아님,눈 아님,봄,공휴일 아님
2018-02-02,225,21,-2.0,61,1.7,1655,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-10,441,6,12.6,86,1.9,1430,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-04-25,938,11,17.5,25,1.3,1843,2.74,비 아님,눈 아님,봄,공휴일 아님
2018-06-18,997,14,29.8,36,2.0,1382,2.63,비 아님,눈 아님,여름,공휴일 아님
2018-05-13,1714,20,15.6,81,2.3,827,0.02,비 아님,눈 아님,봄,공휴일 아님
2018-03-26,415,10,10.0,70,1.0,187,1.57,비 아님,눈 아님,봄,공휴일 아님
2018-01-15,38,4,4.9,73,1.8,881,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-08,687,15,34.5,47,3.2,1958,2.32,비 아님,눈 아님,여름,공휴일 아님
2018-04-09,97,2,2.2,88,0.5,508,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-09-27,1019,11,21.3,43,1.7,1998,2.42,비 아님,눈 아님,가을,공휴일 아님
2018-03-29,390,1,13.0,81,1.9,484,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-10-29,1026,20,6.8,59,3.2,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-07-09,95,21,20.3,96,1.0,1007,0.0,비,눈 아님,여름,공휴일 아님
2018-01-08,318,15,3.9,33,1.8,1293,0.39,비 아님,눈 아님,겨울,공휴일 아님
2018-02-27,616,19,6.1,44,1.0,750,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-15,276,15,3.8,17,3.2,2000,1.97,비 아님,눈 아님,겨울,공휴일
2018-06-11,555,1,19.8,59,1.3,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-03,871,12,14.1,59,3.9,1870,1.12,비 아님,눈 아님,봄,공휴일 아님
2018-07-30,363,2,28.0,57,1.2,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-29,482,10,15.0,69,1.5,552,1.02,비 아님,눈 아님,봄,공휴일 아님
2018-10-23,356,2,10.6,68,0.9,603,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-03-18,993,14,11.0,41,1.1,763,0.81,비 아님,눈 아님,봄,공휴일 아님
2018-08-08,629,12,34.1,46,1.6,1885,2.72,비 아님,눈 아님,여름,공휴일 아님
2018-04-16,1713,8,6.9,54,0.7,1706,0.85,비 아님,눈 아님,봄,공휴일 아님
2018-06-03,1274,23,22.0,44,0.8,1978,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-01,190,23,-4.0,52,3.4,1272,0.0,비 아님,눈 아님,봄,공휴일
2018-05-29,477,19,22.3,71,2.5,1268,0.14,비 아님,눈 아님,봄,공휴일 아님
2018-02-18,137,9,-4.1,30,0.5,2000,0.28,비 아님,눈 아님,겨울,공휴일 아님
2018-10-17,1083,14,18.3,24,1.7,1983,2.4,비 아님,눈 아님,가을,공휴일 아님
2018-11-25,570,20,5.5,77,0.7,490,0.0,비 아님,눈,가을,공휴일 아님
2018-05-21,1129,11,20.9,27,1.7,2000,3.11,비 아님,눈 아님,봄,공휴일 아님
2018-04-04,1256,21,11.8,57,1.9,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-01-14,150,1,-3.7,79,0.9,438,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-06-08,1668,16,26.6,49,3.2,1200,2.35,비 아님,눈 아님,여름,공휴일 아님
2018-09-22,1743,19,21.3,43,2.8,2000,0.02,비 아님,눈 아님,가을,공휴일 아님
2018-05-16,97,9,22.8,93,3.1,569,0.06,비,눈 아님,봄,공휴일 아님
2018-11-17,1018,15,8.9,34,2.9,1787,0.52,비 아님,눈 아님,가을,공휴일 아님
2017-12-01,600,19,0.0,77,1.7,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-09-24,302,2,16.1,57,0.7,2000,0.0,비 아님,눈 아님,가을,공휴일
2018-08-08,853,0,29.1,77,2.1,1465,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-06-23,1322,0,22.7,36,1.5,2000,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-03-23,461,10,5.4,64,1.6,637,1.7,비 아님,눈 아님,봄,공휴일 아님
2017-12-23,59,5,5.0,81,1.2,425,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-10-08,1358,14,20.2,24,1.5,2000,1.8,비 아님,눈 아님,가을,공휴일 아님
2018-08-10,658,14,35.1,44,1.6,2000,2.25,비 아님,눈 아님,여름,공휴일 아님
2018-08-21,1112,16,30.4,53,2.0,1990,1.82,비 아님,눈 아님,여름,공휴일 아님
2018-07-04,3080,18,30.0,60,2.5,1933,0.99,비 아님,눈 아님,여름,공휴일 아님
2018-05-27,799,1,19.8,61,1.4,943,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-29,193,16,27.0,76,3.8,1875,0.21,비 아님,눈 아님,여름,공휴일 아님
2018-03-17,60,5,1.0,62,0.9,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-08-25,2043,19,25.8,62,3.3,2000,0.27,비 아님,눈 아님,여름,공휴일 아님
2018-07-11,1052,14,29.2,67,2.8,1725,1.13,비 아님,눈 아님,여름,공휴일 아님
2018-10-17,1819,19,13.2,42,1.3,2000,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-13,1208,20,9.5,44,1.8,1991,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-30,345,16,4.1,63,0.7,263,0.13,비 아님,눈 아님,겨울,공휴일 아님
2018-03-31,264,7,9.5,72,0.2,1017,0.04,비 아님,눈 아님,봄,공휴일 아님
2018-05-17,69,6,18.9,98,0.3,338,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-07-28,1039,23,28.6,74,0.7,1807,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-11,352,18,-10.4,43,2.3,1985,0.02,비 아님,눈 아님,겨울,공휴일 아님
2017-12-10,280,1,-0.2,54,0.5,1747,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-28,581,6,22.5,90,0.6,1149,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-01-31,216,16,-0.1,29,1.6,2000,0.5,비 아님,눈,겨울,공휴일 아님
2018-05-17,592,13,23.4,83,1.7,1944,1.5,비 아님,눈 아님,봄,공휴일 아님
2018-02-20,415,21,1.1,21,1.6,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-08-20,281,5,25.7,68,0.8,1395,0.0,비 아님,눈 아님,여름,공휴일 아님
2018-05-19,526,2,11.1,74,1.9,2000,0.0,비 아님,눈 아님,봄,공휴일 아님
2018-02-11,95,1,-7.0,38,2.6,2000,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-03,67,7,-8.8,58,4.0,1942,0.0,비 아님,눈,겨울,공휴일 아님
2018-11-15,883,7,4.8,76,0.7,762,0.0,비 아님,눈 아님,가을,공휴일 아님
2017-12-12,54,3,-11.6,50,2.2,1995,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-02-15,112,8,-3.0,38,1.0,2000,0.0,비 아님,눈 아님,겨울,공휴일
2018-04-17,731,10,14.7,31,1.1,1240,2.04,비 아님,눈 아님,봄,공휴일 아님
2018-04-25,1878,17,22.9,23,2.8,1985,1.64,비 아님,눈 아님,봄,공휴일 아님
2018-02-25,173,23,-0.3,58,1.0,1945,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-01-22,281,13,3.9,33,0.6,1249,0.19,비 아님,눈 아님,겨울,공휴일 아님
2018-09-01,514,3,21.6,87,0.3,1579,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-08-25,1070,12,27.9,55,2.9,1922,1.49,비 아님,눈 아님,여름,공휴일 아님
2018-10-17,381,2,10.8,77,0.3,1268,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-08,56,9,10.6,94,2.1,739,0.06,비,눈 아님,가을,공휴일 아님
2018-11-27,825,20,8.3,39,1.6,560,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-11-15,313,2,7.1,68,0.6,1082,0.0,비 아님,눈 아님,가을,공휴일 아님
2018-01-01,125,19,-0.1,39,1.3,1911,0.0,비 아님,눈 아님,겨울,공휴일
2018-03-06,475,11,6.3,41,1.3,1519,2.12,비 아님,눈 아님,봄,공휴일 아님
2017-12-03,545,17,6.7,82,1.5,358,0.05,비 아님,눈 아님,겨울,공휴일 아님
2018-01-15,212,10,4.2,82,2.2,560,0.22,비 아님,눈 아님,겨울,공휴일 아님
2018-09-29,1284,11,22.3,50,1.3,2000,2.36,비 아님,눈 아님,가을,공휴일 아님
2018-02-02,138,0,-4.9,56,1.1,1982,0.0,비 아님,눈 아님,겨울,공휴일 아님
2018-07-17,713,6,24.0,81,0.9,1271,0.02,비 아님,눈 아님,여름,공휴일 아님
2018-01-01,62,4,-4.2,53,1.1,1994,0.0,비 아님,눈 아님,겨울,공휴일
2018-03-20,488,11,8.4,34,3.6,1966,2.36,비 아님,눈 아님,봄,공휴일 아님
