Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
DALLAS/FORT WORTH INTL ARPT,MD-82,,1995-10-09,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,135.0
GREATER PITTSBURGH,A-319,,2002-06-12,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,220.0
MEMPHIS INTL,MD-88,,1998-10-27,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
ATLANTIC CITY INTL,F-16,C,1994-05-19,MILITARY,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,20439,20439,180.0
NEWARK LIBERTY INTL ARPT,B-727,,1993-10-26,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
DETROIT METRO WAYNE COUNTY ARPT,MD-82,,1997-08-28,AMERICAN AIRLINES,Michigan,Climb,Small,European starling,Day,0,0,0,150.0
MINETA SAN JOSE INTL,MD-80,Medium,1999-09-19,AMERICAN AIRLINES,California,Approach,Large,Unknown bird - large,Night,0,0,0,
NEW ORLEANS INTL,B-757-200,,1998-07-01,UPS AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,1997-12-22,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
MINNEAPOLIS-ST PAUL INTL,B-717-200,Medium,2000-05-14,TRANS WORLD AIRLINES,Minnesota,Climb,Large,Canada goose,Day,0,0,0,250.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,HAWKER 800,,2001-08-16,BUSINESS,Kentucky,Landing Roll,Small,Barn swallow,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,1998-11-10,COMAIR AIRLINES,Kentucky,Climb,Large,Unknown bird - large,Night,0,0,0,230.0
MINNEAPOLIS-ST PAUL INTL,C-130E,,1997-10-06,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,2314,2314,170.0
SALT LAKE CITY INTL,B-737-300,Minor,1997-09-11,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,,1998-07-26,COMAIR AIRLINES,Kentucky,Approach,Small,Mourning dove,Day,0,0,0,137.0
GREATER PITTSBURGH,A-319,,1999-09-30,US AIRWAYS*,Pennsylvania,Climb,Large,Unknown bird - large,Night,0,0,0,
SAN ANTONIO INTL,MD-80,,1997-09-09,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
PORT COLUMBUS INTL,B-727-200,,1995-09-26,AMERICA WEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,130.0
HONOLULU INTL ARPT,B-737,,1990-10-13,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
LIHUE ARPT,B-737-200,Medium,2000-02-10,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,110.0
DALLAS/FORT WORTH INTL ARPT,B-727,,1992-11-21,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
LOUISVILLE INTL ARPT,B-737-200,,1999-08-30,SOUTHWEST AIRLINES,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,100.0
LOGAN INTL,DC-10-10,,1991-05-29,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
GREATER PITTSBURGH,B-757-200,,1996-01-31,US AIRWAYS*,Pennsylvania,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,120.0
PORTLAND INTL (OR),B-737,Minor,2002-05-23,AMERICA WEST AIRLINES,Oregon,Approach,Medium,Red-tailed hawk,Dusk,0,0,0,137.0
CHICAGO O'HARE INTL ARPT,EMB-135,,2001-05-12,AMERICAN EAGLE AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
CHICAGO MIDWAY INTL ARPT,B-737-300,,1995-07-29,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
CHARLESTON AFB/INTL ARPT,C-17A,,2002-03-21,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
SAN ANTONIO INTL,B-757-200,,2001-06-24,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,
EPPLEY AIRFIELD,B-727-200,,1992-08-24,TRANS WORLD AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0
SALT LAKE CITY INTL,B-727,,1999-04-25,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LAMBERT-ST LOUIS INTL,B-717-200,,2001-08-02,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,,2001-01-05,MILITARY,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,180.0
SALT LAKE CITY INTL,B-727-200,,1999-04-03,DELTA AIR LINES,Utah,Approach,Medium,Mallard,Day,0,0,0,
KANSAS CITY INTL,B-737-300,,1990-11-07,BUSINESS,Missouri,Approach,Large,Canada goose,Night,0,0,0,210.0
MEMPHIS INTL,DC-9,,1996-06-25,UNKNOWN,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
MINETA SAN JOSE INTL,MERLIN III,,1992-05-03,AMERICAN EAGLE AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,50.0
SAN ANTONIO INTL,B-737-200,,1991-07-09,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-800,,2002-07-20,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
NEW ORLEANS INTL,B-737-200,,1998-10-23,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
METRO OAKLAND INTL,DC-8-61,,1991-10-12,ABX AIR,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,MD-80,,1998-01-06,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,Minor,1998-08-02,ATLANTIC COAST AIRLINES,DC,Approach,Large,Canada goose,Night,0,0,0,144.0
LIHUE ARPT,CITATION II,,1991-05-15,BUSINESS,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1994-07-06,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
PHILADELPHIA INTL,B-727-200,,1999-10-27,AMERICAN AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
DENVER INTL AIRPORT,A-320,,1999-10-05,US AIRWAYS*,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,
EPPLEY AIRFIELD,B-737-300,,1999-06-04,AMERICA WEST AIRLINES,Nebraska,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
BARKSDALE AIR FORCE BASE ARPT,KC-135,,1992-05-06,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,2000-02-24,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,153.0
LOS ANGELES INTL,A-319,,1999-08-03,UNITED AIRLINES,California,Climb,Small,Rock pigeon,Day,0,0,0,
PHOENIX SKY HARBOR,B-737,,2001-01-26,UNITED AIRLINES,Arizona,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
MINETA SAN JOSE INTL,B-737,,1994-11-05,AMERICA WEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,120.0
MEMPHIS INTL,MD-11,Minor,1999-04-30,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,220.0
CHICAGO O'HARE INTL ARPT,MD-82,,1999-06-01,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
DENVER INTL AIRPORT,B-777-200,,2002-05-12,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130.0
PORTLAND INTL (OR),DHC8 DASH 8,Medium,1997-12-17,HORIZON AIR,Oregon,Taxi,Medium,Red-tailed hawk,Dawn,0,0,0,
LAMBERT-ST LOUIS INTL,MD-83,Minor,2000-09-20,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1994-04-26,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,170.0
NEW ORLEANS INTL,B-737-300,,2001-07-27,US AIRWAYS*,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,
ATLANTA INTL,B-727,,1995-07-24,DELTA AIR LINES,Georgia,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,80.0
HONOLULU INTL ARPT,DC-10-40,,1996-10-27,NORTHWEST AIRLINES,Hawaii,Approach,Small,Pacific golden-plover,Day,0,0,0,115.0
PORTLAND INTL (OR),B-737-400,,1995-03-14,ALASKA AIRLINES,Oregon,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0
MEMPHIS INTL,B-727,,1998-09-11,DELTA AIR LINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
NASHVILLE INTL,B-737-200,,1996-01-14,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Dawn,0,0,0,135.0
LOGAN INTL,DA-2000,,2001-10-03,BUSINESS,Massachusetts,Landing Roll,Small,Unknown bird - small,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52G,C,1990-11-30,MILITARY,Louisiana,Climb,Small,Cattle egret,Day,0,67435,67435,175.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,Substantial,1998-12-22,ASTAR AIR CARGO,Kentucky,Approach,Large,Unknown bird - large,Night,0,84523,84523,140.0
EPPLEY AIRFIELD,MD-80,,1993-09-27,AMERICAN AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,190.0
DENVER INTL AIRPORT,DORNIER 328,,2000-07-02,AIR WISCONSIN AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,,1997-10-04,US AIRWAYS*,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1993-10-13,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,,1994-08-19,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
CHICAGO O'HARE INTL ARPT,MD-83,,1995-10-01,AMERICAN AIRLINES,Illinois,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
SACRAMENTO INTL,C-130H,,2000-12-27,MILITARY,California,Approach,Large,Unknown bird - large,Night,0,0,0,170.0
BARKSDALE AIR FORCE BASE ARPT,KC-135R,,1995-07-18,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0
NASHVILLE INTL,BA-31 JETSTR,,1992-08-05,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0
LAMBERT-ST LOUIS INTL,MD-83,Substantial,2002-03-27,TRANS WORLD AIRLINES,Missouri,Climb,Medium,Mallard,Night,0,76064,76064,240.0
PHOENIX SKY HARBOR,A-320,,2001-03-24,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Day,0,0,0,
LAGUARDIA NY,CL-RJ100/200,,2002-05-05,COMAIR AIRLINES,New York,Climb,Large,Unknown bird - large,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,1997-10-13,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,180.0
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,,1995-10-08,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
LAMBERT-ST LOUIS INTL,B-737-200,,1990-12-03,US AIRWAYS*,Missouri,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,130.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,,2000-08-11,DELTA AIR LINES,Kentucky,Climb,Small,Unknown bird - small,Dusk,0,0,0,160.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,1995-04-28,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
METRO OAKLAND INTL,B-737-400,,1998-10-11,ALASKA AIRLINES,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
HONOLULU INTL ARPT,B-737-200,,1997-10-19,ALOHA AIRLINES,Hawaii,Climb,Large,Unknown bird - large,Day,0,0,0,140.0
WASHINGTON DULLES INTL ARPT,B-737-300,,1992-09-05,UNITED AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
HONOLULU INTL ARPT,B-737-400,,1995-12-02,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Night,0,0,0,132.0
LOUISVILLE INTL ARPT,B-757-200,,1999-05-07,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
ORLANDO INTL,B-737-200,,1999-05-30,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,145.0
FORT LAUDERDALE/HOLLYWOOD INTL,A-320,,2002-04-29,AIR CANADA,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,,2001-09-24,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),B-737,,1999-01-23,UNITED AIRLINES,Oregon,Landing Roll,Large,Coyote,Night,0,0,0,
DALLAS/FORT WORTH INTL ARPT,ATR-72,,2001-07-19,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,112.0
ATLANTA INTL,B-767-300,,1997-09-29,DELTA AIR LINES,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
DALLAS/FORT WORTH INTL ARPT,B-727-200,,2001-09-24,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,100.0
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,Medium,1993-10-25,US AIRWAYS*,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,155.0
CHICAGO O'HARE INTL ARPT,B-737,,1995-05-03,UNITED AIRLINES,Illinois,Climb,Medium,Mallard,Day,0,0,0,160.0
CHICAGO MIDWAY INTL ARPT,B-737-300,,1997-01-25,SOUTHWEST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0
CLEVELAND-HOPKINS INTL ARPT,B-737-200,Substantial,1994-11-01,CONTINENTAL AIRLINES,Ohio,Approach,Medium,American crow,Day,0,0,0,
AUSTIN-BERGSTROM INTL,B-737,,1992-04-27,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,,2002-04-23,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,150.0
MEMPHIS INTL,B-727,,1992-09-08,AMERICAN AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,200.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,,1997-07-02,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Killdeer,Day,0,0,0,120.0
LIHUE ARPT,B-737,,1996-04-09,ALOHA AIRLINES,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-767,,1992-07-26,DELTA AIR LINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-9,,2000-09-07,AIRTRAN AIRWAYS,Texas,Take-off run,Small,Mourning dove,Dusk,0,0,0,100.0
LIHUE ARPT,B-737,,1996-12-22,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Zebra dove,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,DC-9,,1992-09-22,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
SALT LAKE CITY INTL,B-767,,1996-12-10,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
METRO OAKLAND INTL,B-737,Substantial,1998-07-08,ALASKA AIRLINES,California,Take-off run,Large,Canada goose,Day,0,0,0,
PORTLAND INTL (OR),DC-10,,2000-05-10,FEDEX EXPRESS,Oregon,Landing Roll,Medium,Mallard,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,DC-10-10,,1990-10-07,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160.0
DALLAS/FORT WORTH INTL ARPT,MD-82,,2002-07-20,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,250.0
PHILADELPHIA INTL,FOKKER F100,,1991-08-16,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-141,,1996-08-13,MILITARY,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0
SAN ANTONIO INTL,MD-82,,2001-03-28,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
LOUISVILLE INTL ARPT,DC-8-70,,2000-08-16,UPS AIRLINES,Kentucky,Approach,Large,Unknown bird - large,Night,0,0,0,150.0
NEW ORLEANS INTL,B-727-200,,1996-03-21,AMERICAN AIRLINES,Louisiana,Landing Roll,Small,Cattle egret,Day,0,0,0,
LIHUE ARPT,DC-9-50,,1997-04-02,HAWAIIAN AIR,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,120.0
ORLANDO INTL,B-727-200,,1992-05-24,AMERICAN AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
NASHVILLE INTL,B-737-300,Medium,1999-10-18,SOUTHWEST AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,155.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,,1996-08-14,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,132.0
DENVER INTL AIRPORT,B-757-200,Substantial,2000-06-15,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SAN FRANCISCO INTL ARPT,MD-80,,1995-09-13,AMERICAN AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
CHICAGO O'HARE INTL ARPT,MD-80,Medium,1998-12-31,AMERICAN AIRLINES,Illinois,Climb,Large,Canada goose,Night,0,50714,50714,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,,1999-10-12,ATLANTIC COAST AIRLINES,DC,Taxi,Small,Unknown bird - small,Day,0,0,0,20.0
SAN FRANCISCO INTL ARPT,B-737-200,,1997-11-01,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
HONOLULU INTL ARPT,C-141,,1995-01-10,MILITARY,Hawaii,Approach,Medium,Unknown bird - medium,Day,0,0,0,128.0
DALLAS/FORT WORTH INTL ARPT,MD-83,,1995-01-19,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
SALT LAKE CITY INTL,MD-90-30,,1998-07-01,DELTA AIR LINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,,1994-07-09,US AIRWAYS*,North Carolina,Climb,Medium,Unknown bird - medium,Day,0,0,0,175.0
ATLANTIC CITY INTL,CV-580,,1990-06-27,GOVERNMENT,New Jersey,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,40.0
SACRAMENTO INTL,FOKKER F28 MK 4000,,1998-09-17,HORIZON AIR,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,B-727,,1997-09-28,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,DC-10-10,,2001-11-10,FEDEX EXPRESS,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,150.0
LOGAN INTL,MD-80,,1991-05-09,AMERICAN AIRLINES,Massachusetts,Approach,Large,Unknown bird - large,Night,0,0,0,160.0
KANSAS CITY INTL,B-737-400,,1997-10-13,US AIRWAYS*,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,
ATLANTA INTL,B-737-300,,2001-08-22,US AIRWAYS*,Georgia,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,230.0
LOUISVILLE INTL ARPT,EMB-145,,2002-06-18,AMERICAN EAGLE AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,
METRO OAKLAND INTL,B-737-200,,1991-11-20,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,128.0
CHICAGO O'HARE INTL ARPT,MD-80,,2000-08-09,AMERICAN AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60.0
WASHINGTON DULLES INTL ARPT,B-737-300,Minor,2001-12-11,US AIRWAYS*,DC,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
MINETA SAN JOSE INTL,C-150,,1996-09-08,PRIVATELY OWNED,California,Approach,Large,Unknown bird - large,Night,0,0,0,80.0
PORTLAND INTL (OR),A-320,,1999-03-12,UNITED AIRLINES,Oregon,Take-off run,Medium,Mallard,Day,0,0,0,155.0
NASHVILLE INTL,B-737-700,,2002-07-22,SOUTHWEST AIRLINES,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
SACRAMENTO INTL,B-737-700,,2000-09-29,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,145.0
GEORGE BUSH INTERCONTINENTAL,B-737-300,Medium,1998-05-01,UNKNOWN,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,320.0
LIHUE ARPT,B-717-200,,2002-02-21,HAWAIIAN AIR,Hawaii,Landing Roll,Small,Western meadowlark,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,,1996-06-12,AMERICAN EAGLE AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
ORLANDO INTL,B-737-300,,1998-05-20,SOUTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
GREATER PITTSBURGH,A-319,,2001-06-28,US AIRWAYS*,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,155.0
KANSAS CITY INTL,B-727,,1998-06-24,AMERICAN AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120.0
GREATER PITTSBURGH,B-737-300,,2000-09-26,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Night,0,0,0,160.0
ORLANDO INTL,B-737-200,,2001-08-08,SOUTHWEST AIRLINES,Florida,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,110.0
PORT COLUMBUS INTL,A-320,,2000-10-23,AMERICA WEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,190.0
SAN FRANCISCO INTL ARPT,B-737-300,,1995-04-03,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
NEWARK LIBERTY INTL ARPT,FOKKER F100,Minor,1996-11-03,AMERICAN AIRLINES,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,250.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-19,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,90.0
TETERBORO AIRPORT,C-650,,2001-09-29,EXECUTIVE JET AVIATION,New Jersey,Landing Roll,Small,American kestrel,Dusk,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-737,,1994-06-01,CONTINENTAL AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,MD-80,,1992-09-23,AMERICAN AIRLINES,Tennessee,Approach,Large,Canada goose,Day,0,0,0,170.0
MINETA SAN JOSE INTL,B-737-800,,1999-04-16,AMERICAN AIRLINES,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,210.0
MINETA SAN JOSE INTL,BE-95,,1998-01-26,UNKNOWN,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-82,,1999-09-09,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0
CHICAGO O'HARE INTL ARPT,DC-10,,1998-08-25,FEDEX EXPRESS,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
SACRAMENTO INTL,B-737,Minor,2001-02-16,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Night,0,13016,13016,200.0
BARKSDALE AIR FORCE BASE ARPT,B-52H,,1995-04-24,MILITARY,Louisiana,Approach,Small,Chimney swift,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767,,1992-02-07,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,135.0
LOUISVILLE INTL ARPT,B-757-200,,2002-02-20,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
DALLAS/FORT WORTH INTL ARPT,B-757-200,,1997-10-13,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
SEATTLE-TACOMA INTL,B-737-300,,1992-12-01,UNITED AIRLINES,Washington,Climb,Medium,Unknown bird - medium,Day,0,0,0,
PHOENIX SKY HARBOR,B-737-300,,2000-09-25,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
JOHN F KENNEDY INTL,DC-10-10,Substantial,1998-10-15,AMERICAN AIRLINES,New York,Take-off run,Medium,Herring gull,Day,0,0,0,
SACRAMENTO INTL,MD-80,,1999-06-30,TRANS WORLD AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
DENVER INTL AIRPORT,MD-82,,1998-06-19,AMERICAN AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
ATLANTA INTL,MD-88,,1999-10-16,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Dawn,0,0,0,160.0
RONALD REAGAN WASHINGTON NATL,DC-9-30,,1995-12-31,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
DALLAS/FORT WORTH INTL ARPT,MD-80,,2000-10-08,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
